date,close,atr-band-lower,atr-band-upper,p0-low,p0-high,p1-low,p1-high,pweek-high,pweek-low
2017-03-29T20:30:00Z,1.07644,1.0738097986392092,1.0887502013607908,1.07396,1.08265,1.07986,1.08726,1.09058,1.07396
2017-03-30T20:30:00Z,1.06734,1.0687378187752883,1.0841421812247118,1.06717,1.07696,1.07396,1.08265,1.09058,1.06717
2017-03-31T20:30:00Z,1.06568,1.0599020368977594,1.0747779631022405,1.06512,1.07018,1.06717,1.07696,1.09058,1.06512
2017-04-03T20:30:00Z,1.06692,1.0585978332079835,1.0727621667920164,1.06423,1.06811,1.06512,1.07018,1.09058,1.06423
2017-04-04T20:30:00Z,1.06713,1.0601200498871852,1.073719950112815,1.06346,1.06772,1.06423,1.06811,1.08726,1.06346
2017-04-05T20:30:00Z,1.06616,1.0604440448984664,1.0738159551015334,1.06325,1.06891,1.06346,1.06772,1.08265,1.06325
2017-04-06T20:30:00Z,1.06431,1.05959064040862,1.07272935959138,1.06289,1.06841,1.06325,1.06891,1.07696,1.06289
2017-04-07T20:30:00Z,1.05892,1.057531576367758,1.0710884236322422,1.05804,1.0667,1.06289,1.06841,1.07018,1.05804
2017-04-10T20:30:00Z,1.05951,1.0524464187309823,1.0653935812690178,1.05694,1.06067,1.05804,1.0667,1.06891,1.05694
2017-04-11T20:30:00Z,1.0604,1.053168776857884,1.065851223142116,1.05785,1.063,1.05694,1.06067,1.06891,1.05694
2017-04-12T20:30:00Z,1.06645,1.0538288991720957,1.0669711008279044,1.05886,1.0675,1.05785,1.063,1.06891,1.05694
2017-04-13T20:30:00Z,1.06115,1.0598490092548858,1.073050990745114,1.0609,1.06777,1.05886,1.0675,1.06841,1.05694
2017-04-14T20:30:00Z,1.06024,1.0549371083293975,1.0673628916706026,1.06024,1.06296,1.0609,1.06777,1.06777,1.05694
2017-04-17T20:30:00Z,1.06426,1.0539693974964577,1.0665106025035425,1.06026,1.06703,1.06024,1.06296,1.06777,1.05694
2017-04-18T20:30:00Z,1.07294,1.0576284577468118,1.0708915422531882,1.06372,1.0736,1.06026,1.06703,1.0736,1.05785
2017-04-19T20:30:00Z,1.07107,1.0666036119721307,1.0792763880278693,1.07,1.07368,1.06372,1.0736,1.07368,1.05886
2017-04-20T20:30:00Z,1.07154,1.0646802507749176,1.0774597492250824,1.07088,1.07775,1.07,1.07368,1.07775,1.06024
2017-04-21T20:30:00Z,1.07246,1.0652302256974258,1.0778497743025741,1.06822,1.07381,1.07088,1.07775,1.07775,1.06024
2017-04-24T20:30:00Z,1.08651,1.0649812031276833,1.0799387968723166,1.08208,1.09046,1.06822,1.07381,1.09046,1.06026
2017-04-25T20:30:00Z,1.0926,1.0787920828149151,1.094227917185085,1.08513,1.095,1.08208,1.09046,1.095,1.06372
2017-04-26T20:30:00Z,1.09039,1.0846978745334235,1.1005021254665766,1.08553,1.09509,1.08513,1.095,1.09509,1.06822
2017-04-27T20:30:00Z,1.08701,1.082466087080081,1.0983139129199189,1.08516,1.09328,1.08553,1.09509,1.09509,1.06822
2017-04-28T20:30:00Z,1.08977,1.078975478372073,1.095044521627927,1.0857,1.09473,1.08516,1.09328,1.09509,1.06822
2017-05-01T20:30:00Z,1.08983,1.0821389305348657,1.0974010694651342,1.08839,1.09239,1.0857,1.09473,1.09509,1.08208
2017-05-02T20:30:00Z,1.09315,1.0825080374813791,1.097151962518621,1.08878,1.09332,1.08839,1.09239,1.09509,1.08513
2017-05-03T20:30:00Z,1.08834,1.0860182337332414,1.1002817662667588,1.08827,1.09369,1.08878,1.09332,1.09509,1.08516
2017-05-04T20:30:00Z,1.09825,1.0807964103599172,1.095883589640083,1.08748,1.09873,1.08827,1.09369,1.09873,1.08516
2017-05-05T20:30:00Z,1.09981,1.0909247693239255,1.1055752306760744,1.09454,1.0999,1.08748,1.09873,1.0999,1.0857
2017-05-08T20:30:00Z,1.09223,1.0921662923915327,1.1074537076084672,1.09161,1.10212,1.09454,1.0999,1.10212,1.08748
2017-05-09T20:30:00Z,1.08728,1.0846506631523796,1.0998093368476205,1.08633,1.09333,1.09161,1.10212,1.10212,1.08633
2017-05-10T20:30:00Z,1.08657,1.0800065968371417,1.0945534031628583,1.08529,1.08981,1.08633,1.09333,1.10212,1.08529
2017-05-11T20:30:00Z,1.08608,1.0794849371534274,1.0936550628465727,1.08391,1.0893,1.08529,1.08981,1.10212,1.08391
2017-05-12T20:30:00Z,1.09314,1.0789144434380846,1.0932455565619152,1.08553,1.09342,1.08391,1.0893,1.10212,1.08391
2017-05-15T20:30:00Z,1.09746,1.0860229990942762,1.1002570009057238,1.09226,1.09894,1.08553,1.09342,1.10212,1.08391
2017-05-16T20:30:00Z,1.10822,1.0898156991848487,1.1051043008151515,1.09734,1.10973,1.09226,1.09894,1.10973,1.08391
2017-05-17T20:30:00Z,1.11584,1.1005121292663638,1.1159278707336362,1.10794,1.11622,1.09734,1.10973,1.11622,1.08391
2017-05-18T20:30:00Z,1.11012,1.1079379163397274,1.1237420836602725,1.10754,1.11719,1.10794,1.11622,1.11719,1.08391
2017-05-19T20:30:00Z,1.12072,1.1018501247057546,1.1183898752942454,1.1096,1.12118,1.10754,1.11719,1.12118,1.08553
2017-05-22T20:30:00Z,1.12369,1.112256112235179,1.1291838877648208,1.11614,1.12635,1.1096,1.12118,1.12635,1.09226
2017-05-23T20:30:00Z,1.1181,1.1151435010116613,1.132236498988339,1.11751,1.1268,1.11614,1.12635,1.1268,1.09734
2017-05-24T20:30:00Z,1.12167,1.1098921509104953,1.1263078490895049,1.11684,1.122,1.11751,1.1268,1.1268,1.10754
2017-05-25T20:30:00Z,1.12091,1.1137159358194455,1.1296240641805544,1.11935,1.12502,1.11684,1.122,1.1268,1.10754
2017-05-26T20:30:00Z,1.11789,1.113007342237501,1.128812657762499,1.11602,1.12346,1.11935,1.12502,1.1268,1.1096
2017-05-29T20:30:00Z,1.11627,1.110496608013751,1.125283391986249,1.11618,1.11899,1.11602,1.12346,1.1268,1.11602
2017-05-30T20:30:00Z,1.11847,1.108654947212376,1.1238850527876243,1.11092,1.12053,1.11618,1.11899,1.1268,1.11092
2017-05-31T20:30:00Z,1.12423,1.1107374524911384,1.1262025475088617,1.11643,1.12522,1.11092,1.12053,1.12522,1.11092
2017-06-01T20:30:00Z,1.12108,1.1167057072420246,1.1317542927579756,1.12002,1.12567,1.11643,1.12522,1.12567,1.11092
2017-06-02T20:30:00Z,1.12803,1.1135071365178222,1.128652863482178,1.1205,1.12851,1.12002,1.12567,1.12851,1.11092
2017-06-05T20:30:00Z,1.12536,1.12071942286604,1.1353405771339602,1.1234,1.12835,1.1205,1.12851,1.12851,1.11092
2017-06-06T20:30:00Z,1.12759,1.1183394805794358,1.132380519420564,1.12404,1.12845,1.1234,1.12835,1.12851,1.11092
2017-06-07T20:30:00Z,1.12562,1.1204855325214924,1.1346944674785078,1.12041,1.12827,1.12404,1.12845,1.12851,1.11643
2017-06-08T20:30:00Z,1.12123,1.118478979269343,1.132761020730657,1.11945,1.12692,1.12041,1.12827,1.12851,1.11945
2017-06-09T20:30:00Z,1.11952,1.1141000813424087,1.1283599186575912,1.11663,1.12366,1.11945,1.12692,1.12851,1.11663
2017-06-12T20:30:00Z,1.12031,1.112698073208168,1.1263419267918322,1.11918,1.12323,1.11663,1.12366,1.12845,1.11663
2017-06-13T20:30:00Z,1.12087,1.113773265887351,1.126846734112649,1.11852,1.12249,1.11918,1.12323,1.12845,1.11663
2017-06-14T20:30:00Z,1.12176,1.113958939298616,1.127781060701384,1.1193,1.12958,1.11852,1.12249,1.12958,1.11663
2017-06-15T20:30:00Z,1.11449,1.1145750453687544,1.1289449546312458,1.11321,1.12286,1.1193,1.12958,1.12958,1.11321
2017-06-16T20:30:00Z,1.11956,1.107390540831879,1.121589459168121,1.11384,1.12017,1.11321,1.12286,1.12958,1.11321
2017-06-19T20:30:00Z,1.11471,1.112472486748691,1.1266475132513092,1.11431,1.12129,1.11384,1.12017,1.12958,1.11321
2017-06-20T20:30:00Z,1.11328,1.107871238073822,1.1215487619261781,1.11189,1.11649,1.11431,1.12129,1.12958,1.11189
2017-06-21T20:30:00Z,1.11682,1.1067081142664397,1.1198518857335604,1.11273,1.1169,1.11189,1.11649,1.12958,1.11189
2017-06-22T20:30:00Z,1.1151,1.1105193028397957,1.1231206971602041,1.11393,1.11779,1.11273,1.1169,1.12286,1.11189
2017-06-23T20:30:00Z,1.11922,1.1087923725558162,1.1214076274441838,1.11452,1.12089,1.11393,1.11779,1.12129,1.11189
2017-06-26T20:30:00Z,1.11816,1.1130621353002346,1.1253778646997656,1.11718,1.12199,1.11452,1.12089,1.12199,1.11189
2017-06-27T20:30:00Z,1.13377,1.110913921770211,1.125406078229789,1.1179,1.13494,1.11718,1.12199,1.13494,1.11189
2017-06-28T20:30:00Z,1.13758,1.12624752959319,1.14129247040681,1.12908,1.13909,1.1179,1.13494,1.13909,1.11273
2017-06-29T20:30:00Z,1.14387,1.130085776633871,1.145074223366129,1.13732,1.14456,1.12908,1.13909,1.14456,1.11393
2017-06-30T20:30:00Z,1.14173,1.136592198970484,1.151147801029516,1.13921,1.14454,1.13732,1.14456,1.14456,1.11452
2017-07-03T20:30:00Z,1.1363,1.1344629790734355,1.1489970209265643,1.1355,1.14267,1.13921,1.14454,1.14456,1.11718
2017-07-04T20:30:00Z,1.13464,1.129352681166092,1.143247318833908,1.13362,1.13769,1.1355,1.14267,1.14456,1.1179
2017-07-05T20:30:00Z,1.135,1.1278234130494829,1.1414565869505173,1.13123,1.13687,1.13362,1.13769,1.14456,1.12908
2017-07-06T20:30:00Z,1.14227,1.1279160717445345,1.1420839282554656,1.13298,1.14247,1.13123,1.13687,1.14456,1.13123
2017-07-07T20:30:00Z,1.14003,1.1352894645700808,1.149250535429919,1.13795,1.144,1.13298,1.14247,1.14454,1.13123
2017-07-10T20:30:00Z,1.13993,1.1333805181130732,1.146679481886927,1.13816,1.14183,1.13795,1.144,1.144,1.13123
2017-07-11T20:30:00Z,1.14658,1.1329754663017657,1.1468845336982345,1.13827,1.14797,1.13816,1.14183,1.14797,1.13123
2017-07-12T20:30:00Z,1.14108,1.1393409196715891,1.1538190803284107,1.13916,1.14896,1.13827,1.14797,1.14896,1.13123
2017-07-13T20:30:00Z,1.13963,1.1337108277044303,1.1484491722955699,1.13705,1.14559,1.13916,1.14896,1.14896,1.13298
2017-07-14T20:30:00Z,1.14653,1.1321937449339872,1.1470662550660127,1.13914,1.14718,1.13705,1.14559,1.14896,1.13705
2017-07-17T20:30:00Z,1.14779,1.1393143704405884,1.1537456295594117,1.14347,1.1487,1.13914,1.14718,1.14896,1.13705
2017-07-18T20:30:00Z,1.15525,1.1401779333965296,1.1554020666034706,1.14714,1.15832,1.14347,1.1487,1.15832,1.13705
2017-07-19T20:30:00Z,1.15145,1.1479361400568768,1.1625638599431234,1.151,1.15563,1.14714,1.15832,1.15832,1.13705
2017-07-20T20:30:00Z,1.16297,1.143073526051189,1.159826473948811,1.14792,1.16586,1.151,1.15563,1.16586,1.13705
2017-07-21T20:30:00Z,1.16633,1.1547951734460702,1.17114482655393,1.16192,1.16828,1.14792,1.16586,1.16828,1.13914
2017-07-24T20:30:00Z,1.16389,1.158386656101463,1.174273343898537,1.16256,1.16842,1.16192,1.16828,1.16842,1.14347
2017-07-25T20:30:00Z,1.16453,1.155926990491317,1.1718530095086832,1.16308,1.17122,1.16256,1.16842,1.17122,1.14714
2017-07-26T20:30:00Z,1.17335,1.1560902914421851,1.172969708557815,1.16126,1.17399,1.16308,1.17122,1.17399,1.14792
2017-07-27T20:30:00Z,1.16751,1.1644872622979665,1.1822127377020333,1.16501,1.17768,1.16126,1.17399,1.17768,1.14792
2017-07-28T20:30:00Z,1.17492,1.15860353606817,1.1764164639318302,1.16711,1.17641,1.16501,1.17768,1.17768,1.16126
2017-07-31T20:30:00Z,1.18414,1.1656811824613529,1.184158817538647,1.17232,1.18455,1.16711,1.17641,1.18455,1.16126
2017-08-01T20:30:00Z,1.1802,1.1752310642152177,1.1930489357847822,1.1785,1.18444,1.17232,1.18455,1.18455,1.16126
2017-08-02T20:30:00Z,1.18557,1.1710139577936958,1.189386042206304,1.17935,1.19103,1.1785,1.18444,1.19103,1.16126
2017-08-03T20:30:00Z,1.18678,1.1766775620143264,1.1944624379856736,1.18305,1.1893,1.17935,1.19103,1.19103,1.16501
2017-08-04T20:30:00Z,1.17731,1.1771648058128936,1.1963951941871063,1.17281,1.18893,1.18305,1.1893,1.19103,1.16711
2017-08-07T20:30:00Z,1.17939,1.1682183252316043,1.1864016747683959,1.17703,1.18141,1.17281,1.18893,1.19103,1.17232
2017-08-08T20:30:00Z,1.17524,1.170117492708444,1.188662507291556,1.1715,1.1824,1.17703,1.18141,1.19103,1.1715
2017-08-09T20:30:00Z,1.1757,1.1661427434375995,1.1843372565624006,1.16887,1.17639,1.1715,1.1824,1.19103,1.16887
2017-08-10T20:30:00Z,1.17725,1.1666984690938396,1.1847015309061604,1.17041,1.17855,1.16887,1.17639,1.1893,1.16887
2017-08-11T20:30:00Z,1.1821,1.1681596221844555,1.1863403778155444,1.17487,1.18476,1.17041,1.17855,1.18893,1.16887
2017-08-14T20:30:00Z,1.17788,1.17323065996601,1.1909693400339898,1.17698,1.18386,1.17487,1.18476,1.18476,1.16887
2017-08-15T20:30:00Z,1.17339,1.1688425939694091,1.186917406030591,1.16871,1.17926,1.17698,1.18386,1.18476,1.16871
2017-08-16T20:30:00Z,1.17656,1.1642753345724681,1.1825046654275317,1.16808,1.17789,1.16871,1.17926,1.18476,1.16808
2017-08-17T20:30:00Z,1.17241,1.1670788011152213,1.1860411988847788,1.16621,1.17899,1.16808,1.17789,1.18476,1.16621
2017-08-18T20:30:00Z,1.17587,1.1632159210036992,1.1816040789963007,1.17084,1.17745,1.16621,1.17899,1.18476,1.16621
2017-08-21T20:30:00Z,1.18123,1.1666233289033292,1.1851166710966707,1.17309,1.18281,1.17084,1.17745,1.18386,1.16621
2017-08-22T20:30:00Z,1.17598,1.1721159960129963,1.1903440039870037,1.17451,1.18243,1.17309,1.18281,1.18281,1.16621
2017-08-23T20:30:00Z,1.18064,1.1669413964116966,1.1850186035883035,1.17396,1.18232,1.17451,1.18243,1.18281,1.16621
2017-08-24T20:30:00Z,1.17985,1.172168256770527,1.1891117432294729,1.17841,1.18178,1.17396,1.18232,1.18281,1.16621
2017-08-25T20:30:00Z,1.19196,1.1705404310934744,1.1891595689065257,1.17732,1.19417,1.17841,1.18178,1.19417,1.17084
2017-08-28T20:30:00Z,1.19785,1.1829113879841266,1.2010086120158732,1.19169,1.19839,1.17732,1.19417,1.19839,1.17309
2017-08-29T20:30:00Z,1.1972,1.1884632491857143,1.2072367508142858,1.19461,1.20704,1.19169,1.19839,1.20704,1.17396
2017-08-30T20:30:00Z,1.18835,1.1877159242671427,1.2066840757328574,1.18806,1.19842,1.19461,1.20704,1.20704,1.17396
2017-08-31T20:30:00Z,1.19092,1.1789143318404285,1.1977856681595715,1.1823,1.1913,1.18806,1.19842,1.20704,1.17732
2017-09-01T20:30:00Z,1.18613,1.1811208986563855,1.2007191013436145,1.18491,1.19798,1.1823,1.1913,1.20704,1.17732
2017-09-04T20:30:00Z,1.18927,1.176702808790747,1.1955571912092529,1.18724,1.19221,1.18491,1.19798,1.20704,1.1823
2017-09-05T20:30:00Z,1.19112,1.1800595279116723,1.1984804720883278,1.18682,1.19408,1.18724,1.19221,1.20704,1.1823
2017-09-06T20:30:00Z,1.19167,1.182355575120505,1.1998844248794949,1.1903,1.19505,1.18682,1.19408,1.19842,1.1823
2017-09-07T20:30:00Z,1.20226,1.1823230176084545,1.2010169823915455,1.19137,1.20596,1.1903,1.19505,1.20596,1.1823
2017-09-08T20:30:00Z,1.20349,1.1930697158476091,1.211450284152391,1.20146,1.20924,1.19137,1.20596,1.20924,1.18491
2017-09-11T20:30:00Z,1.19514,1.1943487442628482,1.2126312557371517,1.19479,1.20296,1.20146,1.20924,1.20924,1.18682
2017-09-12T20:30:00Z,1.19665,1.1863928698365636,1.2038871301634366,1.19262,1.19782,1.19479,1.20296,1.20924,1.18682
2017-09-13T20:30:00Z,1.18852,1.187559582852907,1.205740417147093,1.18731,1.19949,1.19262,1.19782,1.20924,1.18731
2017-09-14T20:30:00Z,1.19181,1.1794876245676165,1.1975523754323836,1.18372,1.19223,1.18731,1.19949,1.20924,1.18372
2017-09-15T20:30:00Z,1.19405,1.1828178621108547,1.2008021378891454,1.1901,1.19873,1.18372,1.19223,1.20924,1.18372
2017-09-18T20:30:00Z,1.19487,1.1854100758997692,1.202689924100231,1.19146,1.19693,1.1901,1.19873,1.20296,1.18372
2017-09-19T20:30:00Z,1.19944,1.1865150683097925,1.2032249316902077,1.19488,1.20066,1.19146,1.19693,1.20066,1.18372
2017-09-20T20:30:00Z,1.18904,1.1901895614788132,1.208690438521187,1.18612,1.20343,1.19488,1.20066,1.20343,1.18372
2017-09-21T20:30:00Z,1.19415,1.1798346053309319,1.1982453946690683,1.18658,1.19538,1.18612,1.20343,1.20343,1.18372
2017-09-22T20:30:00Z,1.19474,1.1851861447978387,1.2031138552021614,1.19368,1.20047,1.18658,1.19538,1.20343,1.18612
2017-09-25T20:30:00Z,1.18482,1.1855195303180546,1.2039604696819453,1.18321,1.19365,1.19368,1.20047,1.20343,1.18321
2017-09-26T20:30:00Z,1.17918,1.1754805772862493,1.1941594227137506,1.17575,1.18616,1.18321,1.19365,1.20343,1.17575
2017-09-27T20:30:00Z,1.17444,1.1699925195576242,1.1883674804423756,1.17171,1.17953,1.17575,1.18616,1.20343,1.17171
2017-09-28T20:30:00Z,1.17857,1.1653422676018619,1.183537732398138,1.17212,1.18041,1.17171,1.17953,1.20047,1.17171
2017-09-29T20:30:00Z,1.18119,1.1697820408416757,1.187357959158324,1.17725,1.18325,1.17212,1.18041,1.20047,1.17171
2017-10-02T20:30:00Z,1.1732,1.1724318367575082,1.1899481632424918,1.17302,1.18151,1.17725,1.18325,1.19365,1.17171
2017-10-03T20:30:00Z,1.1744,1.1645416530817574,1.1818583469182427,1.16961,1.17737,1.17302,1.18151,1.18616,1.16961
2017-10-04T20:30:00Z,1.17584,1.1660784877735817,1.1827215122264185,1.1735,1.17879,1.16961,1.17737,1.18325,1.16961
2017-10-05T20:30:00Z,1.17107,1.1675526389962234,1.1841273610037766,1.16991,1.17789,1.1735,1.17879,1.18325,1.16961
2017-10-06T20:30:00Z,1.17335,1.1629113750966011,1.179228624903399,1.16691,1.17391,1.16991,1.17789,1.18325,1.16691
2017-10-09T20:30:00Z,1.174,1.1656402375869408,1.181059762413059,1.17195,1.17562,1.16691,1.17391,1.18151,1.16691
2017-10-10T20:30:00Z,1.18076,1.1661952138282468,1.181804786171753,1.1739,1.18256,1.17195,1.17562,1.18256,1.16691
2017-10-11T20:30:00Z,1.1858,1.1729956924454221,1.188524307554578,1.17952,1.18692,1.1739,1.18256,1.18692,1.16691
2017-10-12T20:30:00Z,1.18296,1.17827912320088,1.19332087679912,1.1827,1.18803,1.17952,1.18692,1.18803,1.16691
2017-10-13T20:30:00Z,1.18176,1.175493210880792,1.190426789119208,1.18053,1.18751,1.1827,1.18803,1.18803,1.16691
2017-10-16T20:30:00Z,1.17955,1.1746478897927126,1.1888721102072872,1.17805,1.18197,1.18053,1.18751,1.18803,1.17195
2017-10-17T20:30:00Z,1.17659,1.1725091008134416,1.1865908991865586,1.17361,1.18001,1.17805,1.18197,1.18803,1.17361
2017-10-18T20:30:00Z,1.17875,1.1695011907320974,1.1836788092679027,1.17302,1.18054,1.17361,1.18001,1.18803,1.17302
2017-10-19T20:30:00Z,1.18509,1.1714690716588876,1.1860309283411123,1.1768,1.18581,1.17302,1.18054,1.18803,1.17302
2017-10-20T20:30:00Z,1.17773,1.177582164492999,1.192597835507001,1.17625,1.1858,1.1768,1.18581,1.18751,1.17302
2017-10-23T20:30:00Z,1.17493,1.170447948043699,1.185012051956301,1.17249,1.17774,1.17625,1.1858,1.18581,1.17249
2017-10-24T20:30:00Z,1.17618,1.1678751532393292,1.1819848467606708,1.17428,1.17929,1.17249,1.17774,1.18581,1.17249
