date,daily-atr,close,spike,doji,spike-doji,doji-v,spike-v,spike-doji-v,long,short
2024-08-29T22:21:00Z,,1.10786,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:22:00Z,,1.10786,flat,long,flat,1.0,0.0,0.0,,
2024-08-29T22:23:00Z,,1.10785,flat,short,flat,-1.0,0.0,0.0,,
2024-08-29T22:24:00Z,,1.10786,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:25:00Z,,1.10784,flat,short,flat,-1.0,0.0,0.0,,
2024-08-29T22:26:00Z,,1.1078,flat,short,flat,-1.0,0.0,0.0,,
2024-08-29T22:27:00Z,,1.10779,flat,short,flat,-1.0,0.0,0.0,,
2024-08-29T22:28:00Z,,1.10777,flat,short,flat,-1.0,0.0,0.0,,
2024-08-29T22:29:00Z,,1.10779,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:30:00Z,,1.10778,flat,long,flat,1.0,0.0,0.0,,
2024-08-29T22:31:00Z,,1.1078,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:32:00Z,,1.1078,flat,short,flat,-1.0,0.0,0.0,,
2024-08-29T22:33:00Z,,1.10781,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:34:00Z,,1.10784,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:35:00Z,,1.10782,flat,short,flat,-1.0,0.0,0.0,,
2024-08-29T22:36:00Z,,1.10784,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:37:00Z,,1.10782,flat,short,flat,-1.0,0.0,0.0,,
2024-08-29T22:38:00Z,,1.10781,flat,short,flat,-1.0,0.0,0.0,,
2024-08-29T22:39:00Z,,1.10781,flat,long,flat,1.0,0.0,0.0,,
2024-08-29T22:40:00Z,,1.10783,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:41:00Z,,1.10785,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:42:00Z,,1.10785,flat,long,flat,1.0,0.0,0.0,,
2024-08-29T22:43:00Z,,1.10788,flat,flat,flat,0.0,0.0,0.0,,
2024-08-29T22:44:00Z,,1.10788,flat,flat,flat,0.0,0.0,0.0,,
